x-axis,1
second,Volt
-32.0000E-09,-83.7826185307E-03
-31.2188E-09,-83.7826185307E-03
-30.4375E-09,-83.7826185307E-03
-29.6563E-09,-83.7826185307E-03
-28.8750E-09,-83.7826185307E-03
-28.0938E-09,-82.6891512057E-03
-27.3125E-09,-55.3524680814E-03
-26.5313E-09,-31.2961869320E-03
-25.7500E-09,-83.7826185307E-03
-24.9688E-09,-83.7826185307E-03
-24.1875E-09,-83.7826185307E-03
-23.4063E-09,-83.7826185307E-03
-22.6250E-09,-83.7826185307E-03
-21.8438E-09,-83.7826185307E-03
-21.0625E-09,-83.7826185307E-03
-20.2813E-09,-83.7826185307E-03
-19.5000E-09,-83.7826185307E-03
-18.7188E-09,-81.5956838807E-03
-17.9375E-09,-26.9223176321E-03
-17.1563E-09,+26.5208978759E-03
-16.3750E-09,+50.7138624409E-03
-15.5938E-09,+84.6113495150E-03
-14.8125E-09,+193.9580820123E-03
-14.0313E-09,+302.6213974314E-03
-13.2500E-09,+394.0626024822E-03
-12.4688E-09,+467.3249132553E-03
-11.6875E-09,+578.8585804024E-03
-10.9063E-09,+742.8786791483E-03
-10.1250E-09,+903.4816925036E-03
-9.3438E-09,+982.3480233172E-03
-8.5625E-09,+1.0709188766399E+00
-7.7813E-09,+1.2371259100357E+00
-7.0000E-09,+1.4510354554834E+00
-6.2188E-09,+1.5487640976527E+00
-5.4375E-09,+1.6198394737759E+00
-4.6563E-09,+1.8385329387704E+00
-3.8750E-09,+2.0550394691149E+00
-3.0938E-09,+2.2168726332107E+00
-2.3125E-09,+2.3262193657080E+00
-1.5313E-09,+2.4399399675050E+00
-750.0E-12,+2.6564464978495E+00
+31.2E-12,+2.8226535312453E+00
+812.5E-12,+3.0353329259524E+00
+1.5937E-09,+3.1047681010881E+00
+2.3750E-09,+3.2053670949856E+00
+3.1562E-09,+3.4218736253301E+00
+3.9375E-09,+3.5839801562572E+00
+4.7187E-09,+3.6996143258730E+00
+5.5000E-09,+3.8045871890703E+00
+6.2812E-09,+3.9707942224661E+00
+7.0625E-09,+4.1873007528106E+00
+7.8437E-09,+4.3485871832439E+00
+8.6250E-09,+4.4453590415040E+00
+9.4062E-09,+4.5722012512007E+00
+10.1875E-09,+4.7887077815452E+00
+10.9688E-09,+4.9498575285630E+00
+11.7500E-09,+5.0412987336138E+00
+12.5313E-09,+5.1167479790369E+00
+13.3125E-09,+5.2807680777827E+00
+14.0938E-09,+5.4447881765285E+00
+14.8750E-09,+5.6053911898838E+00
+15.6563E-09,+5.6842575206974E+00
+16.4375E-09,+5.7706414393702E+00
+17.2188E-09,+5.8821751065174E+00
+18.0000E-09,+6.0422313862102E+00
+18.7813E-09,+6.1063359081367E+00
+19.5625E-09,+6.1555419377604E+00
+20.3438E-09,+6.3173751018563E+00
+21.1250E-09,+6.4267218343535E+00
+21.9063E-09,+6.5338816322008E+00
+22.6875E-09,+6.5885549984494E+00
+23.4688E-09,+6.6454152993480E+00
+24.2500E-09,+6.7547620318452E+00
+25.0313E-09,+6.8641087643424E+00
+25.8125E-09,+6.9699017280334E+00
+26.5938E-09,+6.9909509740392E+00
+27.3750E-09,+7.0259419284383E+00
+28.1563E-09,+7.0828022293368E+00
+28.9375E-09,+7.1888685598591E+00
+29.7188E-09,+7.2162052429834E+00
+30.5000E-09,+7.2446353934327E+00
+31.2813E-09,+7.2993087596813E+00
+32.0625E-09,+7.3517951912800E+00
+32.8438E-09,+7.3527519751893E+00
+33.6250E-09,+7.3769449397543E+00
+34.4063E-09,+7.4086554921785E+00
+35.1875E-09,+7.4611419237772E+00
+35.9687E-09,+7.4611419237772E+00
+36.7500E-09,+7.4611419237772E+00
+37.5312E-09,+7.4611419237772E+00
+38.3125E-09,+7.4611419237772E+00
+39.0937E-09,+7.4633288584271E+00
+39.8750E-09,+7.5158152900258E+00
+40.6562E-09,+7.5158152900258E+00
+41.4375E-09,+7.5158152900258E+00
+42.2187E-09,+7.5158152900258E+00
+43.0000E-09,+7.5158152900258E+00
+43.7812E-09,+7.5158152900258E+00
+44.5625E-09,+7.5180022246757E+00
+45.3437E-09,+7.5683017216245E+00
+46.1250E-09,+7.5158152900258E+00
+46.9062E-09,+7.5158152900258E+00
+47.6875E-09,+7.5158152900258E+00
+48.4687E-09,+7.5158152900258E+00
+49.2500E-09,+7.5158152900258E+00
+50.0312E-09,+7.5136283553758E+00
+50.8125E-09,+7.4611419237772E+00
+51.5937E-09,+7.4611419237772E+00
+52.3750E-09,+7.4611419237772E+00
+53.1562E-09,+7.4611419237772E+00
+53.9375E-09,+7.4611419237772E+00
+54.7187E-09,+7.4611419237772E+00
+55.5000E-09,+7.4611419237772E+00
+56.2812E-09,+7.4589549891272E+00
+57.0625E-09,+7.4064685575286E+00
+57.8437E-09,+7.4053750902036E+00
+58.6250E-09,+7.3780384070793E+00
+59.4062E-09,+7.3517951912800E+00
+60.1875E-09,+7.3496082566300E+00
+60.9687E-09,+7.2957549908751E+00
+61.7500E-09,+7.2621308706323E+00
+62.5312E-09,+7.2424484587828E+00
+63.3125E-09,+7.2402615241328E+00
+64.0938E-09,+7.1877750925341E+00
+64.8750E-09,+7.1866816252092E+00
+65.6563E-09,+7.1593449420849E+00
+66.4375E-09,+7.1331017262855E+00
+67.2188E-09,+7.1309147916356E+00
+68.0000E-09,+7.0784283600369E+00
+68.7813E-09,+7.0784283600369E+00
+69.5625E-09,+7.0762414253870E+00
+70.3438E-09,+7.0215680591384E+00
+71.1250E-09,+6.9690816275397E+00
+71.9063E-09,+6.9678514767991E+00
+72.6875E-09,+6.9373710751155E+00
+73.4688E-09,+6.9122213266412E+00
+74.2500E-09,+6.8597348950425E+00
+75.0313E-09,+6.8575479603925E+00
+75.8125E-09,+6.8041047448845E+00
+76.5938E-09,+6.7799117803195E+00
+77.3750E-09,+6.7482012278953E+00
+78.1563E-09,+6.6935278616467E+00
+78.9375E-09,+6.6398112793075E+00
+79.7188E-09,+6.6093308776239E+00
+80.5000E-09,+6.5841811291495E+00
+81.2813E-09,+6.5273208282509E+00
+82.0625E-09,+6.4201610304037E+00
+82.8438E-09,+6.3676745988050E+00
+83.6250E-09,+6.3676745988050E+00
+84.4063E-09,+6.3654876641551E+00
+85.1875E-09,+6.3108142979065E+00
+85.9688E-09,+6.2569610321516E+00
+86.7500E-09,+6.2233369119087E+00
+87.5313E-09,+6.2014675654093E+00
+88.3125E-09,+6.1467941991606E+00
+89.0938E-09,+6.0921208329120E+00
