x-axis,1
second,Volt
-32.0000E-09,+80.2374802151E-03
-31.2188E-09,+80.2374802151E-03
-30.4375E-09,+80.2374802151E-03
-29.6563E-09,+80.2374802151E-03
-28.8750E-09,+80.2374802151E-03
-28.0938E-09,+80.2374802151E-03
-27.3125E-09,+80.2374802151E-03
-26.5313E-09,+79.1440128902E-03
-25.7500E-09,+51.8073297659E-03
-24.9688E-09,+25.5641139665E-03
-24.1875E-09,+25.5641139665E-03
-23.4063E-09,+25.5641139665E-03
-22.6250E-09,+25.5641139665E-03
-21.8438E-09,+27.7510486165E-03
-21.0625E-09,+80.2374802151E-03
-20.2813E-09,+80.2374802151E-03
-19.5000E-09,+81.1942641245E-03
-18.7188E-09,+105.3872286895E-03
-17.9375E-09,+137.0977811137E-03
-17.1563E-09,+191.7711473623E-03
-16.3750E-09,+245.4877297016E-03
-15.5938E-09,+275.9681313852E-03
-14.8125E-09,+303.3048145095E-03
-14.0313E-09,+412.6515470067E-03
-13.2500E-09,+521.9982795039E-03
-12.4688E-09,+630.2515446761E-03
-11.6875E-09,+712.2615940490E-03
-10.9063E-09,+797.5520453969E-03
-10.1250E-09,+961.5721441427E-03
-9.3438E-09,+1.1255922428885E+00
-8.5625E-09,+1.2866053064907E+00
-7.7813E-09,+1.3770897276321E+00
-7.0000E-09,+1.5083058066288E+00
-6.2188E-09,+1.6723259053746E+00
-5.4375E-09,+1.8332022855611E+00
-4.6563E-09,+1.9183560534933E+00
-3.8750E-09,+2.0003661028662E+00
-3.0938E-09,+2.1643862016121E+00
-2.3125E-09,+2.3284063003579E+00
-1.5313E-09,+2.4887359468819E+00
-750.0E-12,+2.5613148405770E+00
+31.2E-12,+2.6564464978495E+00
+812.5E-12,+2.8204665965954E+00
+1.5937E-09,+2.9816163436131E+00
+2.3750E-09,+3.0730575486639E+00
+3.1562E-09,+3.1485067940870E+00
+3.9375E-09,+3.3125268928328E+00
+4.7187E-09,+3.4765469915787E+00
+5.5000E-09,+3.6370133215183E+00
+6.2812E-09,+3.7127359337726E+00
+7.0625E-09,+3.8045871890703E+00
+7.8437E-09,+3.9686072878161E+00
+8.6250E-09,+4.1298937182495E+00
+9.4062E-09,+4.2244786418596E+00
+10.1875E-09,+4.2966474853078E+00
+10.9688E-09,+4.4606675840536E+00
+11.7500E-09,+4.6225007481495E+00
+12.5313E-09,+4.7307540133217E+00
+13.3125E-09,+4.8127640626946E+00
+14.0938E-09,+4.8958675793925E+00
+14.8750E-09,+5.0074012465397E+00
+15.6563E-09,+5.1692344106355E+00
+16.4375E-09,+5.2768042587297E+00
+17.2188E-09,+5.3430957153061E+00
+18.0000E-09,+5.4426012418786E+00
+18.7813E-09,+5.5541349090257E+00
+19.5625E-09,+5.7139178218873E+00
+20.3438E-09,+5.7717349066952E+00
+21.1250E-09,+5.8253148056188E+00
+21.9063E-09,+5.9346615381161E+00
+22.6875E-09,+6.0440082706133E+00
+23.4688E-09,+6.1508947016293E+00
+24.2500E-09,+6.1992806307593E+00
+25.0313E-09,+6.2627017356077E+00
+25.8125E-09,+6.3698615334550E+00
+26.5938E-09,+6.4235781157942E+00
+27.3750E-09,+6.4540585174778E+00
+28.1563E-09,+6.4813952006021E+00
+28.9375E-09,+6.5885549984494E+00
+29.7188E-09,+6.6454152993479E+00
+30.5000E-09,+6.7513449464546E+00
+31.2813E-09,+6.7755379110196E+00
+32.0625E-09,+6.8072484634438E+00
+32.8438E-09,+6.8619218296924E+00
+33.6250E-09,+6.9156384120317E+00
+34.4063E-09,+6.9461188137153E+00
+35.1875E-09,+6.9690816275397E+00
+35.9687E-09,+6.9690816275397E+00
+36.7500E-09,+6.9712685621897E+00
+37.5312E-09,+7.0237549937883E+00
+38.3125E-09,+7.0237549937883E+00
+39.0937E-09,+7.0259419284383E+00
+39.8750E-09,+7.0784283600369E+00
+40.6562E-09,+7.0784283600369E+00
+41.4375E-09,+7.0784283600369E+00
+42.2187E-09,+7.0784283600369E+00
+43.0000E-09,+7.0784283600369E+00
+43.7812E-09,+7.0784283600369E+00
+44.5625E-09,+7.0784283600369E+00
+45.3437E-09,+7.0784283600369E+00
+46.1250E-09,+7.0784283600369E+00
+46.9062E-09,+7.0784283600369E+00
+47.6875E-09,+7.0762414253870E+00
+48.4687E-09,+7.0237549937883E+00
+49.2500E-09,+7.0237549937883E+00
+50.0312E-09,+7.0237549937883E+00
+50.8125E-09,+7.0215680591384E+00
+51.5937E-09,+6.9690816275397E+00
+52.3750E-09,+6.9690816275397E+00
+53.1562E-09,+6.9668946928898E+00
+53.9375E-09,+6.9144082612911E+00
+54.7187E-09,+6.9122213266412E+00
+55.5000E-09,+6.8586414277175E+00
+56.2812E-09,+6.8313047445932E+00
+57.0625E-09,+6.8028745941440E+00
+57.8437E-09,+6.7503881625453E+00
+58.6250E-09,+6.7490213283891E+00
+59.4062E-09,+6.7153972081462E+00
+60.1875E-09,+6.6935278616467E+00
+60.9687E-09,+6.6388544953981E+00
+61.7500E-09,+6.5841811291495E+00
+62.5312E-09,+6.5316946975509E+00
+63.3125E-09,+6.5316946975509E+00
+64.0938E-09,+6.5295077629009E+00
+64.8750E-09,+6.4748343966523E+00
+65.6563E-09,+6.4201610304037E+00
+66.4375E-09,+6.3667178148957E+00
+67.2188E-09,+6.3425248503307E+00
+68.0000E-09,+6.3108142979065E+00
+68.7813E-09,+6.2561409316579E+00
+69.5625E-09,+6.2024243493186E+00
+70.3438E-09,+6.1719439476350E+00
+71.1250E-09,+6.1446072645107E+00
+71.9063E-09,+6.0374474666634E+00
+72.6875E-09,+5.9827741004148E+00
+73.4688E-09,+5.9302876688162E+00
+74.2500E-09,+5.9302876688162E+00
+75.0313E-09,+5.9281007341662E+00
+75.8125E-09,+5.8734273679176E+00
+76.5938E-09,+5.8195741021627E+00
+77.3750E-09,+5.7859499819198E+00
+78.1563E-09,+5.7640806354204E+00
+78.9375E-09,+5.7115942038217E+00
+79.7188E-09,+5.7094072691718E+00
+80.5000E-09,+5.6558273702482E+00
+81.2813E-09,+5.6284906871239E+00
+82.0625E-09,+5.6000605366746E+00
+82.8438E-09,+5.5453871704260E+00
+83.6250E-09,+5.4915339046711E+00
+84.4063E-09,+5.4579097844282E+00
+85.1875E-09,+5.4360404379287E+00
+85.9688E-09,+5.3813670716801E+00
+86.7500E-09,+5.3266937054315E+00
+87.5313E-09,+5.2729771230923E+00
+88.3125E-09,+5.2424967214087E+00
+89.0938E-09,+5.2195339075843E+00
