Time,Data
418,1.2362557570917247e-08
419,1.2538801576368942e-08
420,8.817375863054618e-09
421,8.251362776801217e-09
422,1.7727624553592816e-08
423,1.4669064173906632e-08
424,1.8373315846027337e-08
425,7.455750029327105e-09
426,5.113987195653688e-09
427,2.3149026365091423e-08
428,7.237931067798422e-09
429,1.256429385708752e-08
430,8.056901981257972e-09
431,8.373518207127843e-09
432,1.1109411928987373e-08
433,1.709299980897992e-08
434,1.4210343506520152e-08
435,7.493654952463101e-09
436,3.4288123102313653e-09
437,4.09008974387666e-09
438,8.768226072929853e-09
439,1.081861594087943e-08
440,7.797427880979324e-09
441,1.8600974435874978e-09
442,1.3344965020641869e-08
443,1.2797126346331917e-08
444,3.486604363538564e-09
445,9.89968750487059e-09
446,2.0183544413896347e-08
447,5.768438482819073e-09
448,5.7967568806255854e-09
449,1.3131962128544124e-08
450,2.342516691723164e-08
451,9.241604392018824e-09
452,2.473524331755265e-08
453,1.434894664943563e-08
454,2.197212083293219e-08
455,6.6187411591226795e-09
456,5.925239566125626e-09
457,9.112090228133764e-09
458,1.2140031093473207e-08
459,9.751071404828254e-09
460,7.905942459977109e-09
461,8.569664861472605e-09
462,5.863454852994689e-09
463,1.3222187337421673e-08
464,1.2234423743365308e-08
465,7.956506825458103e-09
466,2.2631103008394474e-09
467,1.2485578110446637e-08
468,2.211085896145605e-08
469,1.6057329530635498e-08
470,1.3717244784812885e-08
471,6.126408787520928e-09
472,1.6422376857525247e-08
473,2.8146660149947915e-09
474,1.4745468507545217e-08
475,9.975549251220813e-09
476,9.586363989952355e-09
477,2.4210872739919563e-08
478,7.285808805193099e-09
479,2.5135160953129815e-09
480,4.683631431791219e-09
481,1.2230945611448088e-08
482,3.1112320683631057e-09
483,1.1636423042244969e-08
484,1.7832237720918013e-08
485,4.5208862897031595e-09
486,1.4927049536849983e-08
487,2.0646665705710978e-09
488,8.947428646436947e-09
489,1.3754026346148293e-08
490,1.714339007360799e-08
491,6.995710157529225e-09
492,5.020950504409905e-09
493,2.5720814760460647e-09
494,3.6385298824047742e-09
495,9.143642882066605e-09
496,1.2927432234298258e-08
497,1.652924838030449e-08
498,1.8802104671563764e-08
499,1.3627881274688958e-08
500,2.0824557679412556e-08
501,1.7332127772884877e-09
502,1.824491481640032e-08
503,8.407674228657304e-09
504,1.5083834586980404e-08
505,1.928951207802814e-08
506,1.7543731704532464e-08
507,7.981470101388528e-09
508,4.909142438690085e-09
509,1.0043852469149184e-08
510,1.258534692044022e-08
511,3.960984513609554e-09
512,1.3485497097497306e-08
513,5.221796664898417e-09
514,6.436525727853732e-09
515,1.2436082468178745e-08
516,6.070521611889036e-09
517,1.1654124513794611e-08
518,1.6009357377399172e-08
519,6.9201123323430245e-09
520,3.5557937860739455e-09
521,1.5817117132361755e-08
522,9.284589165292549e-09
523,1.086858910872066e-08
524,1.0689425371230242e-08
525,8.083463539376162e-09
526,7.447535000165862e-09
527,1.239057307621257e-08
528,1.186605827874811e-08
529,6.878784176637311e-09
530,1.1091134814773439e-08
531,1.6380039398549705e-08
532,7.372441427656641e-09
533,1.2274485470856523e-08
534,2.393802924972817e-08
535,8.204889223257937e-09
536,1.0517608907996949e-08
537,3.1193703096816605e-09
538,1.392255576338877e-08
539,1.5663872269185584e-08
540,9.435707510437096e-09
541,8.905811948563686e-09
542,1.3766846563857265e-08
543,1.715207749902306e-08
544,1.750183488033802e-08
545,3.0261456998368347e-09
546,4.734425600742955e-09
547,1.8043203527408254e-08
548,2.1026576207729888e-08
549,6.241024641816805e-09
550,1.2634158366741766e-08
551,7.746920957021172e-09
552,1.6851280261902802e-08
553,1.1551174806550473e-08
554,8.80361794414072e-09
555,8.443191746750213e-09
556,6.359114691572711e-09
557,1.1370818557588873e-08
558,5.802487162627417e-09
559,1.1032524910226564e-08
560,2.2388949424723942e-08
561,1.1342802537272242e-08
562,8.828073516382008e-09
563,1.547423831325674e-08
564,1.772314710782988e-08
565,1.6489139364479257e-08
566,5.50633569069844e-09
567,2.7141198641991637e-08
568,1.4086208158753474e-08
569,1.3153603573636314e-08
570,7.592835856313863e-09
571,1.3753399320170472e-08
572,1.0213666348506109e-08
573,1.888458041733119e-08
574,8.617172656997109e-09
575,8.601671066880419e-09
576,1.89461462465663e-08
577,1.9300262026702093e-08
578,5.426615206506713e-09
579,8.454926260537031e-09
580,2.247491291149313e-08
581,1.526315621187941e-08
582,5.643070158989761e-09
583,7.464845580124284e-09
584,1.5644893443282336e-08
585,1.2218736838441527e-08
586,7.650369116001621e-09
587,1.3881002408351319e-08
588,1.3536855334974072e-08
589,6.920733013275632e-09
590,1.9492097169386096e-08
591,2.55853005988426e-09
592,1.7401029876523945e-08
593,9.449033986384478e-09
594,1.8620778195654927e-08
595,3.286069538363569e-09
596,1.1188485648390832e-08
597,1.618987350325491e-08
598,1.1846537140630402e-08
599,4.376095497146296e-09
600,5.140616301656082e-09
601,1.3554507026116042e-08
602,1.0912666293483952e-08
603,6.869760785584321e-09
604,1.6361932423434446e-08
605,8.279580440538748e-09
606,7.024309192264268e-09
607,5.206310082898663e-09
608,1.1520342437024596e-08
609,7.437550214220152e-09
610,9.307737375857662e-09
611,1.2784280941765844e-08
612,1.3488667465323273e-08
613,1.4048409504740542e-08
614,2.5031960148219605e-08
615,1.2599328581250072e-08
616,1.8925183294404632e-08
617,1.6659993507034858e-08
618,1.0332365887357377e-08
619,1.8275376587248323e-08
620,1.406414920419923e-08
621,1.6557956824958688e-09
622,1.1822719639938478e-08
623,8.246745076230129e-09
624,1.0098275175054657e-08
625,8.954021952438887e-09
626,2.5899802268737616e-09
627,1.0490049876455671e-08
628,2.1467897454108095e-09
629,1.596381372782516e-08
630,5.980283491747438e-09
631,9.864982693400304e-09
632,1.4221766428813177e-08
633,1.5518924732572995e-08
634,1.7985151233615903e-08
635,8.181806327361761e-09
636,2.6376888321530864e-08
637,2.0184368842026326e-08
638,1.006063352384354e-08
639,4.115465231600188e-09
640,1.5696027015181334e-08
641,9.173278779441217e-09
642,9.233919454226405e-09
643,1.4441585608307317e-08
644,1.0905219072973256e-08
645,3.3839100284498876e-09
646,6.975457300917549e-09
647,3.92165699147475e-09
648,6.032976475865025e-09
649,1.4259374124712986e-08
650,3.6669581190953074e-09
651,1.8921579906252545e-08
652,9.363110813154766e-09
653,2.194914239540423e-08
654,1.5210157686399133e-08
655,4.262661877543015e-09
656,2.116998127071073e-08
657,3.4288531385853306e-09
658,1.5653015388858032e-08
659,1.90290226121708e-08
660,1.0525707518733004e-08
661,1.5812192162142704e-08
662,1.1273998318194374e-08
663,5.3520685934951005e-09
664,6.776217731691732e-09
665,4.454414985545397e-09
666,5.128511978309024e-09
667,8.543942222697828e-09
668,2.120377619298923e-08
669,8.587896937491186e-09
670,1.1937376201093649e-08
671,1.2728833632360367e-08
672,9.001272017205e-09
673,6.907628720703448e-09
674,1.2979122752262007e-08
675,4.8525501507888815e-09
676,7.4153913064503995e-09
677,1.0398732769110229e-08
678,8.167216465386985e-09
679,1.4317223851307145e-08
680,7.256108230233075e-09
681,1.0396316236541598e-08
682,8.504298476751029e-09
683,1.284054781319443e-08
684,1.1320121313995293e-08
685,1.5833451166258815e-08
686,1.2104331313854359e-08
687,1.14271034668178e-08
688,1.1312313494937745e-08
689,9.518781805037904e-09
690,1.621748442018228e-08
691,7.303322472708368e-09
692,1.60765106131138e-08
693,1.4381446161319516e-08
694,7.87797820722733e-09
695,9.711367890825976e-09
696,5.452491020718931e-09
697,7.960358051549856e-09
698,8.436556156116921e-09
699,1.3671548103650955e-08
700,1.4010740980216492e-08
701,9.330932354701827e-09
702,1.966966436400104e-08
703,3.034489004030886e-09
704,1.4869271075779488e-08
705,8.46188779972185e-09
706,1.0034017175820422e-08
707,9.071646199093155e-09
708,1.6010235542890648e-08
709,8.594296651809837e-09
710,1.3954354400316229e-08
711,7.473166498242481e-09
712,8.739096273889897e-09
713,5.032735979953883e-09
714,1.5148702222729037e-08
715,1.537984961325612e-08
716,2.7608796774122592e-09
717,1.18768601265885e-08
718,3.626323101540584e-09
719,1.5755181466593726e-08
720,7.859438345700458e-09
721,1.0834752705247389e-08
722,1.106903833015867e-08
723,1.325791094585575e-08
724,7.52876631290387e-09
725,1.4396439682393762e-08
726,4.98285276945832e-09
727,6.056152616428514e-09
728,2.5151212032246894e-08
729,1.4056088398949476e-08
730,1.0152043867079176e-08
731,1.6804359321418806e-08
732,1.0546940197110398e-08
733,7.641995923598527e-09
734,7.65050806570141e-09
735,1.521224852314899e-08
736,1.5797742689814246e-08
737,5.989850125465375e-09
738,8.214618897221969e-09
739,2.822370839051577e-08
740,1.4608833717183827e-08
741,6.420260816236984e-09
742,2.097006795482295e-08
743,3.4048241287255552e-09
744,1.1878174052572868e-08
745,9.11695844383157e-09
746,9.28880941700738e-09
747,1.547599120365761e-08
748,1.4611899377723212e-08
749,1.0605900004426778e-08
750,1.1224761072739276e-08
751,1.068963767309828e-08
752,6.313391665657452e-09
753,1.1319291090377451e-08
754,1.233843689853618e-08
755,1.0404821268755054e-08
756,1.8565709390413128e-08
757,1.1760632934794822e-08
758,7.797694314329374e-09
759,8.852200512702586e-09
760,7.63426685595631e-09
761,1.4739290692493715e-08
762,2.0099152347323536e-08
763,2.908478929372871e-09
764,1.0892767990440635e-08
765,3.4290422583466803e-09
766,2.050489054410591e-08
767,1.4420843620761436e-08
768,1.9732642652829902e-08
769,4.950279485500837e-09
770,1.0982209457030387e-08
771,1.1469571307997121e-08
772,5.671825939024333e-09
773,3.458163222829316e-09
774,1.9345937110790496e-08
775,1.364825198932934e-08
776,1.2278141656186152e-08
777,1.552682883226502e-08
778,1.310535447153126e-08
779,1.0411911213782393e-08
780,1.480939989459904e-08
781,1.3261935759412389e-08
782,1.0403159240951297e-08
783,3.2331713688312364e-09
784,6.191228480317004e-09
785,9.74666494885134e-09
786,8.968611814428594e-09
787,1.4357688195296742e-08
788,4.662184219363531e-09
789,1.7465543503915073e-08
790,8.91534146763401e-09
791,3.880626612948225e-09
792,1.6140920459704613e-08
793,7.865233159700827e-09
794,1.2422435184861946e-08
795,1.028095128634296e-08
796,5.5555804545584895e-09
797,7.71617905865467e-09
798,1.8620835831546632e-09
799,8.018601174979822e-09
800,5.706507177973216e-09
801,1.908895197221452e-08
802,2.725348202391154e-09
803,8.544583328695762e-09
804,1.4493781685487156e-08
805,1.311701603659728e-08
806,1.3238786622793996e-08
807,1.0445003130079438e-08
808,9.776246067051267e-09
809,1.2082783477894025e-08
810,6.310522629115505e-09
811,1.7508854877504522e-08
812,1.150668552148778e-08
813,1.23218815795986e-08
814,1.1584014908024364e-08
815,7.955270979183073e-09
816,9.603453857046239e-09
817,1.75381481123787e-08
818,6.515101760994435e-09
819,1.0536289553194618e-08
820,6.731903199440603e-09
821,8.507472798327236e-09
822,1.576227932807037e-08
823,4.128985565360177e-09
824,1.461282693982112e-08
825,8.361909066026972e-09
826,1.4648851501148603e-08
827,1.4863077449171585e-08
828,6.840594131790401e-09
829,1.8472208473173898e-08
830,1.388554794842584e-08
831,1.4373775445553807e-08
832,1.2188274145588671e-08
833,7.118801930015714e-09
834,7.559099416847228e-09
835,1.2935189373348645e-08
836,3.150093245668813e-09
837,1.2430533257691792e-08
838,2.404604732059144e-08
839,8.92449444929693e-09
840,9.682207417636588e-09
841,1.0960251006312678e-08
842,1.8195985599664828e-08
843,8.12076172680058e-09
844,5.475379916947977e-09
845,1.0854178353948685e-08
846,1.415669059223924e-08
847,1.0314315020377715e-08
848,9.539033852976322e-09
849,1.1984592793561671e-08
850,9.491683461102186e-09
851,1.6510110090537624e-08
852,1.5457291203095595e-08
853,1.5940060749206755e-08
854,1.592828145865998e-08
855,1.2116134166254206e-08
856,1.756173382623284e-08
857,1.5429772996262835e-08
858,1.9421542848775946e-08
859,1.531667218355975e-08
860,2.165425929531901e-08
861,1.648978560439491e-08
862,1.1757452570230904e-08
863,4.083224614698065e-09
864,8.019111895827722e-09
865,7.092027427423234e-09
866,8.49679818661068e-09
867,8.511202471983038e-09
868,6.9831380454685985e-09
869,7.2678270821343385e-09
870,9.006923284240497e-09
871,1.3321946261728712e-08
872,6.866547506665462e-09
873,1.159618864687465e-08
874,1.99474338533313e-08
875,9.495176727787237e-09
876,1.3185150680097418e-08
877,2.384287733104867e-08
878,1.2898852552262862e-08
879,8.826432301214868e-09
880,2.518870392114102e-09
881,1.3144444014455773e-08
882,1.4680697281289665e-08
883,1.3338577434414408e-08
884,2.575294369153659e-09
885,1.290421305097045e-08
886,6.735502233142285e-09
887,1.623141895962388e-08
888,1.3557407802969887e-08
889,4.815032675176699e-09
890,9.311723596985182e-09
891,1.2817952853390873e-08
892,1.770949217301072e-08
893,1.5133176255981847e-08
894,1.3342135891829376e-08
895,1.47300622712752e-08
896,1.0213173802976179e-08
897,8.602994483668756e-09
898,1.3850652448041468e-08
899,1.1817126845430142e-08
900,1.2608257810760545e-08
901,6.271289012722467e-09
902,1.1789981463703804e-08
903,1.0208918659236152e-08
904,5.752060951286773e-09
905,1.3022748614634203e-08
906,2.552641860250577e-09
907,1.702515777910685e-09
908,5.400861099734974e-09
909,9.717126242878885e-09
910,6.523771150477362e-09
911,1.7391158227752116e-08
912,4.556548023099503e-09
913,1.365599831402305e-08
914,6.135359478284708e-09
915,4.586178396181067e-09
916,7.514030002198897e-09
917,1.3918622607701764e-08
918,8.887295942011337e-09
919,7.978181206517672e-09
920,1.3859963856989065e-08
921,7.437045140375755e-09
922,1.2042820914808043e-08
923,1.319181892399503e-08
924,1.418809598169933e-08
925,1.677617208202041e-08
926,7.420700951059778e-09
927,4.093417218310488e-09
928,9.484835037407814e-09
929,8.139246938212601e-09
930,1.042013005381134e-08
931,7.58707052607854e-09
932,1.6421987706380382e-08
933,1.283735863525347e-08
934,2.2805577966525268e-08
935,1.515518727496993e-08
936,1.0985634909415484e-08
937,1.0917116624521918e-08
938,1.104319057477721e-08
939,7.99208386706222e-09
940,7.957339153017085e-09
941,8.657096102135713e-09
942,7.108324477343245e-09
943,1.0729841895789318e-08
944,1.1405358613993006e-08
945,5.954204475633326e-09
946,7.798689159496735e-09
947,1.0931199189007469e-08
948,1.5171645109538937e-08
949,1.11810617104685e-08
950,1.4748680472781946e-08
951,6.359292218764673e-09
952,1.4057010821154135e-08
953,1.3532325877760365e-08
954,1.2241835423896573e-08
955,1.904746091764206e-08
956,1.458708045714433e-08
957,1.8431152142079113e-08
958,3.098847493182759e-09
959,8.947249150617728e-09
960,4.314309322676154e-09
961,1.0223933227343035e-08
962,1.6771363810566357e-08
963,8.96883871263635e-09
964,1.1835709227700461e-08
965,1.5823671308290606e-08
966,1.2614669758700478e-08
967,7.535238458621082e-09
968,6.364364946624024e-09
969,1.5720744278577672e-08
970,1.1415147953957824e-08
971,5.063511207693936e-09
972,9.169558451787383e-09
973,3.365729708214009e-09
974,1.4210066942832215e-08
975,8.248384180583028e-09
976,1.4365545919151332e-08
977,1.609301062343041e-08
978,1.3953126317885155e-08
979,1.623840141176238e-08
980,2.00313885733574e-08
981,2.2703310137380583e-09
982,1.4197435970479375e-08
983,3.7108598860099267e-09
984,1.3320966684070467e-08
985,1.9463372087735788e-08
986,1.4499137559335193e-08
987,8.332218900129227e-09
988,2.1000667189383802e-08
989,1.1732632976365228e-08
990,2.034484481852443e-08
991,9.887959046917308e-09
992,6.841827998535631e-09
993,1.072698946768356e-08
994,2.1024326295852245e-08
995,6.102679259770781e-09
996,1.89719438205383e-08
997,9.970344157246839e-09
998,2.896216834233421e-09
999,6.296399257919692e-09
1000,1.278012957290867e-08
1001,1.4245303279107544e-08
1002,1.834765694941853e-08
1003,1.2758972763217545e-08
1004,9.957716348658644e-09
1005,1.1738338519005132e-08
1006,9.094312925762701e-09
1007,1.374261210580112e-08
1008,1.1501477408809098e-08
1009,1.4188978878860452e-08
1010,1.1568627889458941e-08
1011,1.6274835017245646e-08
1012,1.5220594413921187e-09
1013,1.7058327145288777e-08
1014,1.6450618741169903e-08
1015,2.5266737356412293e-09
1016,9.811236651491997e-09
1017,1.7218473085700657e-08
1018,1.3500488784535392e-08
1019,1.4041787482948725e-08
1020,3.0473763980090366e-09
1021,6.7455395727396005e-09
1022,2.108573607321687e-08
1023,9.319189007014958e-09
1024,9.321715106318478e-09
1025,1.4695099321049077e-08
1026,6.377608718355726e-09
1027,8.492558171797977e-09
1028,4.92608506555177e-09
1029,2.4956284771447932e-08
1030,1.5468031935308838e-08
1031,3.274150710279982e-08
1032,1.2922462768148946e-08
